Study_ID,DOI,Design_Control_Burn_Pre_Post,latitude,longitude,Area_watershed,Area_unit,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2003-12-17,Burn,1,Individual,0.723913043,mg_L,N/A,,-9999,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-01-10,Burn,1,Individual,-9999,mg_L,N/A,,0.328685259,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-03-16,Burn,1,Individual,2.308695652,mg_L,N/A,,-9999,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-03-22,Burn,1,Individual,1.715217391,mg_L,N/A,,-9999,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-03-29,Burn,1,Individual,1.904347826,mg_L,N/A,,-9999,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-03-30,Burn,1,Individual,-9999,mg_L,N/A,,0.729083665,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-04-01,Burn,1,Individual,1.734782609,mg_L,N/A,,-9999,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-04-03,Burn,1,Individual,2.210869565,mg_L,N/A,,-9999,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-04-05,Burn,1,Individual,-9999,mg_L,N/A,,0.702191235,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-04-07,Burn,1,Individual,-9999,mg_L,N/A,,0.800796813,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-04-07,Burn,1,Individual,1.897826087,mg_L,N/A,,-9999,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-04-11,Burn,1,Individual,-9999,mg_L,N/A,,0.833665339,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-04-13,Burn,1,Individual,1.87826087,mg_L,N/A,,-9999,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-04-16,Burn,1,Individual,1.695652174,mg_L,N/A,,-9999,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-04-17,Burn,1,Individual,-9999,mg_L,N/A,,0.797808765,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-04-18,Burn,1,Individual,1.565217391,mg_L,N/A,,-9999,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-04-23,Burn,1,Individual,-9999,mg_L,N/A,,0.720119522,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-04-24,Burn,1,Individual,1.773913043,mg_L,N/A,,-9999,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
Mast & Clow; 2008,10.1002/hyp.7121,Control_Reference_vs_Impact,48.418961,-113.696178,9640,ha,Site_1,Dfc,Coal,  2004-04-26,Burn,1,Individual,-9999,mg_L,N/A,,0.747011952,mg_L,N/A,N/A,Figure 4,I got exact coordinates from Hampton et al. 2022. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this? Data from figure 4 was extracted using the digitizer tool. 
