Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,39.177683,-105.26552,Control,Dfb,Unburn_1,2001,Unburn,Pre,IndividualSample,,,,,0.030120482,mg_N_L,,,Figure 5,Figure 5 has time series of burned/low extent and high extent burns for pre and post fire data. There is no map and they don't give coordinates for each watershed that is sampled. 
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,Control,Dfb,Unburn_1,2001,Unburn,Pre,IndividualSample,,,,,0.120481928,mg_N_L,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,Control,Dfb,Unburn_1,2001,Unburn,Pre,IndividualSample,,,,,0.010040161,mg_N_L,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,Control,Dfb,Unburn_1,2001,Unburn,Pre,IndividualSample,,,,,0.180722892,mg_N_L,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,Control,Dfb,Unburn_1,2001,Unburn,Pre,IndividualSample,,,,,0.281124498,mg_N_L,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,Control,Dfb,Unburn_1,2001,Unburn,Pre,IndividualSample,,,,,0.301204819,mg_N_L,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,Control,Dfb,Unburn_1,2001,Unburn,Pre,IndividualSample,,,,,0.321285141,mg_N_L,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,Control,Dfb,Unburn_1,2001,Unburn,Pre,IndividualSample,,,,,0.070281124,mg_N_L,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,Control,Dfb,Unburn_1,2002,Unburn,0,IndividualSample,,,,,0.030120482,mg_N_L,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,Control,Dfb,Unburn_1,2002,Unburn,0,IndividualSample,,,,,0.010040161,mg_N_L,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,Control,Dfb,Unburn_1,2002,Unburn,0,IndividualSample,,,,,0.010040161,mg_N_L,,,Figure 5,
