Study_ID,DOI,Design_Control_Burn_Pre_Post,Latitude,Longitude,Area_watershed,Area_unit,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,4/4/79,Unburn,1,Individual,,,,,2.463444372,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",Only took data from the burned and control. Excluded the burned + fertilized 
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,3/23/79,Unburn,1,Individual,,,,,14.6026717,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,2/23/79,Unburn,1,Individual,,,,,3.422834919,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,2/12/79,Unburn,1,Individual,,,,,2.997427979,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,1/2/79,Unburn,1,Individual,,,,,2.87817164,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,12/4/78,Unburn,0,Individual,,,,,2.641438908,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,11/2/78,Unburn,0,Individual,,,,,2.424285574,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,10/16/78,Unburn,0,Individual,,,,,1.511173607,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,9/12/78,Unburn,0,Individual,,,,,2.418945738,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,8/31/78,Unburn,0,Individual,,,,,4.179311695,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,8/25/78,Unburn,0,Individual,,,,,2.064736613,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,8/10/78,Unburn,0,Individual,,,,,4.400024919,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,8/6/78,Unburn,0,Individual,,,,,1.164084263,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,8/4/78,Unburn,0,Individual,,,,,6.110552406,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,7/29/78,Unburn,0,Individual,,,,,6.172850493,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,7/22/78,Unburn,0,Individual,,,,,5.697605084,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,7/14/78,Unburn,0,Individual,,,,,7.968815357,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,7/3/78,Unburn,0,Individual,,,,,5.35407563,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,6/29/78,Unburn,0,Individual,,,,,7.034344046,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,6/21/78,Unburn,0,Individual,,,,,3.839342132,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,6/14/78,Unburn,0,Individual,,,,,2.271210274,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,6/9/78,Unburn,0,Individual,,,,,2.322828689,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,6/6/78,Unburn,0,Individual,,,,,4.540640602,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,6/1/78,Unburn,0,Individual,,,,,11.69958082,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,5/23/78,Unburn,0,Individual,,,,,5.783042461,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,5/16/78,Unburn,0,Individual,,,,,3.668467378,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,5/9/78,Unburn,0,Individual,,,,,3.196781859,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.937946,-83.093596,366,ha,Control,Cfa,Crane Creek,5/6/78,Unburn,0,Individual,,,,,2.682377651,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.920959,-83.0922,218,ha,Site_1,Cfa,Wash Branch,5/9/78,Burn,0,Individual,,,,,10.30054377,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.920959,-83.0922,218,ha,Site_1,Cfa,Wash Branch,5/16/78,Burn,0,Individual,,,,,9.679342844,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.920959,-83.0922,218,ha,Site_1,Cfa,Wash Branch,5/23/78,Burn,0,Individual,,,,,11.24925465,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.920959,-83.0922,218,ha,Site_1,Cfa,Wash Branch,6/1/78,Burn,0,Individual,,,,,14.43179694,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
"Neary & Currier, 1982",pdf,Control_Reference_vs_Impact,34.920959,-83.0922,218,ha,Site_1,Cfa,Wash Branch,6/6/78,Burn,0,Individual,,,,,17.1106147,mg_N_L,,,"Figure_3, Data extracted from Hampton et al. 2022",
