Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Murphy et al. 2015,10.1088/1748-9326/10/8/084007,Control_Reference_vs_Impact,"40.033333	",-105.416667,Site_1,Cfb,DS1,12/15/13,Burn,3,IndividualSample,1.733238544,mg_C_L,,,0.084375,mg_L,,,Figure 3,These sites are all within Fourmile Creek Watershed but some are upstream of the burn and the others are within the burn. We don’t have lat/long for individual watersheds but could potentially derive from Figure 2 that has a coordinate system on it. 
Murphy et al. 2015,10.1088/1748-9326/10/8/084007,Control_Reference_vs_Impact,,,Site_1,Cfb,DS1,11/5/13,Burn,3,IndividualSample,2.220910205,mg_C_L,,,0.178125,mg_L,,,Figure 3,
Murphy et al. 2015,10.1088/1748-9326/10/8/084007,Control_Reference_vs_Impact,,,Site_1,Cfb,DS1,10/16/13,Burn,3,IndividualSample,2.564086558,mg_C_L,,,0.553125,mg_L,,,Figure 3,
Murphy et al. 2015,10.1088/1748-9326/10/8/084007,Control_Reference_vs_Impact,,,Site_1,Cfb,DS1,8/20/13,Burn,3,IndividualSample,1.751300458,mg_C_L,,,0.384375,mg_L,,,Figure 3,
Murphy et al. 2015,10.1088/1748-9326/10/8/084007,Control_Reference_vs_Impact,,,Site_1,Cfb,DS1,8/6/13,Burn,3,IndividualSample,1.823548111,mg_C_L,,,0.3,mg_L,,,Figure 3,
Murphy et al. 2015,10.1088/1748-9326/10/8/084007,Control_Reference_vs_Impact,,,Site_1,Cfb,DS1,7/19/13,Burn,3,IndividualSample,2.491838905,mg_C_L,,,0.1125,mg_L,,,Figure 3,
Murphy et al. 2015,10.1088/1748-9326/10/8/084007,Control_Reference_vs_Impact,,,Site_1,Cfb,DS1,7/14/13,Burn,3,IndividualSample,3.015634392,mg_C_L,,,0.028125,mg_L,,,Figure 3,
Murphy et al. 2015,10.1088/1748-9326/10/8/084007,Control_Reference_vs_Impact,,,Site_1,Cfb,DS1,7/14/13,Burn,3,IndividualSample,3.232377352,mg_C_L,,,0.15,mg_L,,,Figure 3,
Murphy et al. 2015,10.1088/1748-9326/10/8/084007,Control_Reference_vs_Impact,,,Site_1,Cfb,DS1,7/14/13,Burn,3,IndividualSample,3.521367966,mg_C_L,,,0.20625,mg_L,,,Figure 3,
Murphy et al. 2015,10.1088/1748-9326/10/8/084007,Control_Reference_vs_Impact,,,Site_1,Cfb,DS1,7/14/13,Burn,3,IndividualSample,5.128878254,mg_C_L,,,1.05,mg_L,,,Figure 3,
Murphy et al. 2015,10.1088/1748-9326/10/8/084007,Control_Reference_vs_Impact,,,Site_1,Cfb,DS1,7/12/13,Burn,3,IndividualSample,1.624867064,mg_C_L,,,0.1125,mg_L,,,Figure 3,
Murphy et al. 2015,10.1088/1748-9326/10/8/084007,Control_Reference_vs_Impact,,,Site_1,Cfb,DS1,7/12/13,Burn,3,IndividualSample,4.334154067,mg_C_L,,,0.2625,mg_L,,,Figure 3,
Murphy et al. 2015,10.1088/1748-9326/10/8/084007,Control_Reference_vs_Impact,,,Site_1,Cfb,DS1,7/8/13,Burn,3,IndividualSample,1.660990891,mg_C_L,,,0.121875,mg_L,,,Figure 3,
Murphy et al. 2015,10.1088/1748-9326/10/8/084007,Control_Reference_vs_Impact,,,Site_1,Cfb,DS1,7/1/13,Burn,3,IndividualSample,1.949981505,mg_C_L,,,0.103125,mg_L,,,Figure 3,
