Study_ID,DOI,Design_Control_Burn_Pre_Post,latitude,longitude,Area_watershed,Area_unit,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,104.6643579,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,473.7977292,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,431.5618635,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,472.5111292,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,678.5253611,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,700.6208815,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,739.6146259,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,488.1144437,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,382.184606,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,219.0675439,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,104.6910178,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,229.4694073,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,360.7455425,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,423.1338717,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
Coombs & Melack; 2013,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,Site_1,BSk,San Onofre,  2004-12-27,Burn,0,Individual,-9999,N/A,N/A,N/A,547.9122612,umol_L,N/A,N/A,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. 
