Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,35,-83,Control_1,Cfa,AR,,Unburn,1,Mean,0.49,mg_L,0.25,,0.0,mg_N_L,,,Table 4,Only during baseflow. I don’t have coordinates for individual watersheds but table 1 has a lot of watershed characteristics
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,,Burn,1,Mean,0.62,mg_L,0.45,,0.1,mg_N_L,,,Table 4,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Control_2,Cfa,AR-UP,,Unburn,1,Mean,0.58,mg_L,0.25,,0.1,mg_N_L,,,Table 4,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_2,Cfa,CA-TO,,Burn,1,Mean,0.48,mg_L,0.37,,0.2,mg_N_L,,,Table 4,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Control_3,Cfa,CH,,Unburn,1,Mean,0.39,mg_L,0.22,,0.02,mg_N_L,,,Table 4,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_3,Cfa,IN,,Burn,1,Mean,0.32,mg_L,0.17,,0.02,mg_N_L,,,Table 4,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Control_4,Cfa,TE,,Unburn,1,Mean,0.39,mg_L,0.13,,0.04,mg_N_L,,,Table 4,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_4,Cfa,IR,,Burn,1,Mean,0.4,mg_L,0.19,,0.1,mg_N_L,,,Table 4,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.87755102,mg_L,,,0.079787234,mg_N_L,,,Supplmental,Time series of DOC and NO3 values during storms and baseflow.I 
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.612244898,mg_L,,,0.09893617,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.489795918,mg_L,,,0.111702128,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,2.530612245,mg_L,,,0.118085106,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.551020408,mg_L,,,0.105319149,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.87755102,mg_L,,,0.092553191,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.163265306,mg_L,,,0.086170213,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1,mg_L,,,0.073404255,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.93877551,mg_L,,,0.063829787,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.755102041,mg_L,,,0.057446809,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.714285714,mg_L,,,0.031914894,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.204081633,mg_L,,,0.035106383,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,2.142857143,mg_L,,,0.044680851,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,2.224489796,mg_L,,,0.04787234,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,2.06122449,mg_L,,,0.067021277,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.918367347,mg_L,,,0.079787234,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.836734694,mg_L,,,0.092553191,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.571428571,mg_L,,,0.105319149,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.285714286,mg_L,,,0.121276596,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.142857143,mg_L,,,0.015957447,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.020408163,mg_L,,,0.019148936,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.795918367,mg_L,,,0.019148936,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.714285714,mg_L,,,0.025531915,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.571428571,mg_L,,,0.038297872,mg_N_L,,,Supplmental,
