Study_ID,DOI,Design_Control_Burn_Pre_Post,latitude,longitude,Area_watershed,Area_unit,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.699423,-105.545085,61846,ha,Control,Dfb,PBR,  2013-03-26,Unburn,1,Individual,2.68,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.699423,-105.545085,61846,ha,Control,Dfb,PBR,  2013-04-20,Unburn,1,Individual,1.56,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.699423,-105.545085,61846,ha,Control,Dfb,PBR,  2013-05-04,Unburn,1,Individual,4.41,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.699423,-105.545085,61846,ha,Control,Dfb,PBR,  2013-05-14,Unburn,1,Individual,8.41,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.699423,-105.545085,61846,ha,Control,Dfb,PBR,  2013-06-01,Unburn,1,Individual,5.86,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.699423,-105.545085,61846,ha,Control,Dfb,PBR,  2013-06-14,Unburn,1,Individual,5,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.699423,-105.545085,61846,ha,Control,Dfb,PBR,  2013-06-29,Unburn,1,Individual,2.66,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.699423,-105.545085,61846,ha,Control,Dfb,PBR,  2013-07-14,Unburn,1,Individual,2.51,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.699423,-105.545085,61846,ha,Control,Dfb,PBR,  2013-07-29,Unburn,1,Individual,2.16,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.699423,-105.545085,61846,ha,Control,Dfb,PBR,  2013-08-24,Unburn,1,Individual,2.69,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.685031,-105.449096,96326,ha,Site_1,Dfb,PSF,  2013-03-26,Burn,1,Individual,2.35,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.685031,-105.449096,96326,ha,Site_1,Dfb,PSF,  2013-04-20,Burn,1,Individual,1.76,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.685031,-105.449096,96326,ha,Site_1,Dfb,PSF,  2013-05-04,Burn,1,Individual,5.49,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.685031,-105.449096,96326,ha,Site_1,Dfb,PSF,  2013-05-14,Burn,1,Individual,7.87,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.685031,-105.449096,96326,ha,Site_1,Dfb,PSF,  2013-06-01,Burn,1,Individual,6.03,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.685031,-105.449096,96326,ha,Site_1,Dfb,PSF,  2013-06-14,Burn,1,Individual,5.08,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.685031,-105.449096,96326,ha,Site_1,Dfb,PSF,  2013-06-29,Burn,1,Individual,2.81,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.685031,-105.449096,96326,ha,Site_1,Dfb,PSF,  2013-07-14,Burn,1,Individual,2.63,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.685031,-105.449096,96326,ha,Site_1,Dfb,PSF,  2013-07-29,Burn,1,Individual,2.27,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.685031,-105.449096,96326,ha,Site_1,Dfb,PSF,  2013-08-24,Burn,1,Individual,2.46,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.703249,-105.242396,125515,ha,Site_2,Dfb,PNF,  2013-03-26,Burn,1,Individual,2.25,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.703249,-105.242396,125515,ha,Site_2,Dfb,PNF,  2013-04-20,Burn,1,Individual,2.09,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.703249,-105.242396,125515,ha,Site_2,Dfb,PNF,  2013-05-04,Burn,1,Individual,6.43,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.703249,-105.242396,125515,ha,Site_2,Dfb,PNF,  2013-05-14,Burn,1,Individual,8.41,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.703249,-105.242396,125515,ha,Site_2,Dfb,PNF,  2013-06-01,Burn,1,Individual,6.35,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.703249,-105.242396,125515,ha,Site_2,Dfb,PNF,  2013-06-14,Burn,1,Individual,4.9,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.703249,-105.242396,125515,ha,Site_2,Dfb,PNF,  2013-06-29,Burn,1,Individual,2.86,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.703249,-105.242396,125515,ha,Site_2,Dfb,PNF,  2013-07-14,Burn,1,Individual,2.97,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.703249,-105.242396,125515,ha,Site_2,Dfb,PNF,  2013-07-29,Burn,1,Individual,2.88,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
Wagner et al. 2015,10.1007/s10533-015-0088-1,Control_Reference_vs_Impact,40.703249,-105.242396,125515,ha,Site_2,Dfb,PNF,  2013-08-24,Burn,1,Individual,2.52,mg_C_L,N/A,N/A,-9999,N/A,N/A,N/A,Table 1,This paper primarily investigates DBC but they do have DOC data at burned and unburned sites. They do NOT have lat/long for individual watersheds as their map figure does not have coordinates to extract where the sampling locations took place. These sites are used in other studies. I wonder if I can extract their exact coordinates from there. There is no supplemental included. Data was manually extracted from Table 1. 
