Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
"Mast & Clow, 2008",10.1002/hyp.7121,Control_Reference_vs_Impact,39.906348,-105.377485,Site_1,Dfc,Coal,2004,Burn,1,Individual,0.71785714,mg_L,,,0.3250774,mg_L,,,Figure 4,I got exact coordinates from Hampton. The Fish and Macdonald data I also got from Hampton. This appears to just be post burn data but the literature has pre_burn data as well. Do we event want to use this?
"Mast & Clow, 2008",10.1002/hyp.7121,Control_Reference_vs_Impact,39.906348,-105.377485,Site_1,Dfc,Coal,2004,Burn,1,Individual,2.30357143,mg_L,,,0.73065015,mg_L,,,Figure 4,
"Mast & Clow, 2008",10.1002/hyp.7121,Control_Reference_vs_Impact,39.906348,-105.377485,Site_1,Dfc,Coal,2004,Burn,1,Individual,2.20714286,mg_L,,,0.80185759,mg_L,,,Figure 4,
"Mast & Clow, 2008",10.1002/hyp.7121,Control_Reference_vs_Impact,39.906348,-105.377485,Site_1,Dfc,Coal,2004,Burn,1,Individual,1.91785714,mg_L,,,0.80185759,mg_L,,,Figure 4,
"Mast & Clow, 2008",10.1002/hyp.7121,Control_Reference_vs_Impact,39.906348,-105.377485,Site_1,Dfc,Coal,2004,Burn,1,Individual,1.89642857,mg_L,,,0.81733746,mg_L,,,Figure 4,
"Mast & Clow, 2008",10.1002/hyp.7121,Control_Reference_vs_Impact,39.906348,-105.377485,Site_1,Dfc,Coal,2004,Burn,1,Individual,1.875,mg_L,,,0.83591331,mg_L,,,Figure 4,
"Mast & Clow, 2008",10.1002/hyp.7121,Control_Reference_vs_Impact,39.906348,-105.377485,Site_1,Dfc,Coal,2004,Burn,1,Individual,1.70357143,mg_L,,,0.74613003,mg_L,,,Figure 4,
"Mast & Clow, 2008",10.1002/hyp.7121,Control_Reference_vs_Impact,39.906348,-105.377485,Site_1,Dfc,Coal,2004,Burn,1,Individual,1.73571429,mg_L,,,0.71517028,mg_L,,,Figure 4,
"Mast & Clow, 2008",10.1002/hyp.7121,Control_Reference_vs_Impact,39.906348,-105.377485,Site_1,Dfc,Coal,2004,Burn,1,Individual,1.67142857,mg_L,,,0.70278638,mg_L,,,Figure 4,
"Mast & Clow, 2008",10.1002/hyp.7121,Control_Reference_vs_Impact,39.906348,-105.377485,Site_1,Dfc,Coal,2004,Burn,1,Individual,1.69285714,mg_L,,,0.66563467,mg_L,,,Figure 4,
