File_Name,File_Description,Standard,Date_Start,Date_End,Missing_Value_Codes,File_Path
readme_Cavaiani_2024_Metaanalysis.pdf,Data package level readme. Contains data package summary; acknowledgements; and contact information.,N/A,-9999,-9999,N/A,/Cavaiani_2024_Metaanalysis
Cavaiani_2024_Metaanalysis_flmd.csv,File-level metadata that lists and describes all of the files contained in the data package.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for File-level Metadata (Velliquette et al. 2021),-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis
Cavaiani_2024_Metaanalysis_dd.csv,Data dictionary that defines columns headers across all csv files contained in the data package.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A,/Cavaiani_2024_Metaanalysis
FireMeta_Rproj.Rproj,R project that includes all scripts and analyses. ,N/A,-9999,-9999,N/A,/Cavaiani_2024_Metaanalysis
Crandall_effect_size.csv,Pseudo yield metric for each reference and burned watershed with the associated effect size.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/01_Crandall_effect_size
crandall_conc_fill.csv,Daily analyte concentrations for each site throughout the duration of the study period within each publication. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/01_Crandall_effect_size
crandall_temp_norm.csv,Pseudo yield metric normalized with watershed area for each site included within each publication. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/01_Crandall_effect_size
Abbott_conc_fill.csv,Pseudo yield metric for each reference and burned watershed with the associated effect size.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/02_Abbott_effect_size
Abbott_effect_size.csv,Daily analyte concentrations for each site throughout the duration of the study period within each publication. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/02_Abbott_effect_size
Abbott_temp_norm.csv,Pseudo yield metric normalized with watershed area for each site included within each publication. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/02_Abbott_effect_size
Rhea_conc_fill.csv,Pseudo yield metric for each reference and burned watershed with the associated effect size.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/03_Rhea_effect_size
Rhea_effect_size.csv,Daily analyte concentrations for each site throughout the duration of the study period within each publication. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/03_Rhea_effect_size
Rhea_temp_norm.csv,Pseudo yield metric normalized with watershed area for each site included within each publication. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/03_Rhea_effect_size
Climate_ES_CIs.csv,Confidence intervals calculated for the effect size for each climate classification. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
Climate_ES_Fig_data.csv,Data used to generate the effect size climate figure for this manuscript. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
Effect_Size.csv,Effect size calculated for each site within each publication. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
Percent_Difference.csv,Percent differences calculated between each burned and unburned watershed pair. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
TSF_ES_CIs.csv,Confidence intervals calculated for the effect size for each time-since-fire bucket.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
TSF_ES_Fig_data.csv,Data used to generate the effect size time-since-fire figure for this manuscript. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
TSF_PD_CIs.csv,Confidence intervals calculated for the percent differences for each time-since-fire bucket.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
TSF_PD_DOC_Fig_data.csv,Data used to generate the percent difference time-since-fire figure with only dissolved organic carbon (DOC) shown for this manuscript.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
TSF_PD_NO3_Fig_data.csv,Data used to generate the percent difference time-since-fire figure with only nitrate (NO3) shown for this manuscript.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
geospatial_data.csv,Catchment characteristics for each watershed included in the final meta-analysis extracted from the National Hydrography Dataset (NHDPlus Version 2). Example characteristics include elevation; slope; area.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/05_Meta_geospatial_check_comids
meta_comids.csv,Geographic location of each watershed (latitude and longitude) with their stream segment unique identifier (i.e. common identifier; COMID).,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/05_Meta_geospatial_check_comids
Geospatial_data_2024-02-15.csv,Catchment characteristics for each watershed included in the final meta-analysis. Example characteristics include elevation; slope; area. Additional fire characteristics are also extracted and included in this data frame.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
Burn_percentage_ES_CIs.csv,Confidence intervals calculated for the effect size for each burn percentage interval. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/07_Meta_effect_size_models
Burn_percentage_ES_fig_data.csv,Data used to generate the effect size burn percentage figure for this manuscript. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/07_Meta_effect_size_models
effect_size_geospatial_fire.csv,Catchment characteristics associated with effect sizes for each watershed included in the final meta-analysis. Example characteristics include elevation; slope; area.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021). ,-9999,-9999,N/A; -9999,/Cavaiani_2024_Metaanalysis/Output_for_analysis/07_Meta_effect_size_models
